***SESSION HEADER***
{
  "Participant": "testdkdesktop",
  "Timestamp": "12-34-34-25-08-2020"
}
---SESSION HEADER---
Time;Position;Rotation.X;Rotation.Y;FPS;Input;
45280.3073;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;60.0828;;
45280.3572;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;59.9300;;
45280.4072;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;60.0701;;
45280.4572;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;60.1265;;
45280.5072;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;59.9720;;
45280.5575;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;60.1271;;
45280.6072;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;59.9364;;
45280.6568;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;60.1138;;
45280.7071;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;59.9976;;
45280.7416;(-42.8100, 2.5500, 76.1200);101.7612;2.7495;59.9578;F5;
45280.7591;(-42.8100, 2.6340, 76.1233);101.7611;2.7495;59.9173;;
45280.8071;(-42.8100, 2.6340, 76.1233);101.7609;2.7497;60.1499;;
45280.8575;(-42.8100, 2.6340, 76.1233);101.7607;2.7498;59.9796;;
45280.9075;(-42.8100, 2.6340, 76.1233);101.7607;2.7499;60.0799;;
45280.9571;(-42.8100, 2.6340, 76.1233);101.7606;2.7499;60.0277;;
45281.0070;(-42.8100, 2.6340, 76.1233);101.7606;2.7500;59.9711;;
45281.0565;(-42.8100, 2.6340, 76.1233);101.7606;2.7500;60.1542;;
45281.1070;(-42.8100, 2.6340, 76.1233);101.7606;2.7500;59.9795;;
45281.1571;(-42.8100, 2.6340, 76.1233);101.7606;2.7500;59.9980;;
45281.2080;(-42.8100, 2.6340, 76.1233);101.7453;2.7653;59.8679;;
45281.2584;(-42.8100, 2.6340, 76.1233);101.5089;2.9575;59.8702;;
45281.3070;(-42.8100, 2.6340, 76.1233);100.6102;3.6947;60.0200;;
45281.3574;(-42.8100, 2.6340, 76.1233);99.3234;5.1796;59.9959;;
45281.4072;(-42.8100, 2.6340, 76.1233);97.5215;7.2305;60.0410;;
45281.4573;(-42.8100, 2.6340, 76.1233);95.5847;9.2312;60.1548;;
45281.5072;(-42.8100, 2.6340, 76.1233);93.6506;10.9587;60.0375;;
45281.5572;(-42.8100, 2.6340, 76.1233);92.3876;12.0358;60.1386;;
45281.6069;(-42.8100, 2.6340, 76.1233);91.6082;12.6983;60.1867;;
45281.6578;(-42.8100, 2.6340, 76.1233);91.1229;13.1095;59.9679;;
45281.7069;(-42.8100, 2.6340, 76.1233);90.8303;13.3566;60.0813;;
45281.7569;(-42.8100, 2.6340, 76.1233);90.6490;13.5093;60.0650;;
45281.8069;(-42.8100, 2.6340, 76.1233);90.4788;13.3149;59.9543;;
45281.8578;(-42.8100, 2.6340, 76.1233);89.9683;12.9692;59.8767;;
45281.9076;(-42.8100, 2.6340, 76.1233);89.3941;12.8946;59.9471;;
45281.9254;(-42.7300, 2.6340, 76.1241);89.3941;12.8946;59.9144;w;
45281.9567;(-42.5700, 2.6340, 76.1264);88.9713;12.9041;60.0985;;
45282.0080;(-42.4101, 2.6340, 76.1298);88.4577;13.0676;59.8719;;
45282.0578;(-42.1702, 2.6340, 76.1372);87.6390;13.3961;60.0618;;
45282.1077;(-42.0104, 2.6340, 76.1448);86.5716;13.8432;59.8908;;
45282.1578;(-41.7709, 2.6340, 76.1605);85.6882;14.2279;59.9597;;
45282.2074;(-41.6114, 2.6340, 76.1731);85.1030;14.4752;60.1004;;
45282.2569;(-41.3723, 2.6340, 76.1941);84.7807;14.6398;60.1004;;
45282.3071;(-41.2130, 2.6340, 76.2088);84.5986;14.7412;59.9963;;
45282.3576;(-40.9741, 2.6340, 76.2316);84.3695;14.8910;59.8947;;
45282.4076;(-40.8149, 2.6340, 76.2482);83.2311;15.2986;59.9043;;
45282.4581;(-40.5770, 2.6340, 76.2792);80.9970;15.6106;59.9612;;
45282.5069;(-40.4194, 2.6340, 76.3068);78.3393;15.9458;60.0622;;
45282.5576;(-40.1850, 2.6340, 76.3585);76.0873;16.2834;60.0964;;
45282.6077;(-40.0301, 2.6340, 76.3986);74.3276;16.6949;60.0666;;
45282.6576;(-39.7997, 2.6340, 76.4658);72.5505;17.1906;60.0917;;
45282.7083;(-39.6476, 2.6340, 76.5154);70.6339;17.7483;59.8922;;
45282.7571;(-39.4222, 2.6340, 76.5976);68.7209;18.3372;60.0722;;
45282.8073;(-39.2737, 2.6340, 76.6572);66.9770;18.9273;60.3073;;
45282.8574;(-39.0701, 2.7113, 76.7595);65.1787;19.6563;60.0913;;
45282.9072;(-38.9458, 2.7702, 76.8353);63.4576;20.5300;60.0607;;
45282.9564;(-38.7415, 2.8141, 76.9480);61.7696;21.5090;60.1504;;
45283.0073;(-38.6013, 2.8160, 77.0247);60.6826;22.1337;60.1145;;
45283.0565;(-38.3896, 2.8144, 77.1196);60.0183;22.5119;60.0936;;
45283.1071;(-38.2430, 2.7902, 77.1623);59.6106;22.7420;60.0724;;
45283.1568;(-38.0380, 2.7600, 77.2730);59.3600;22.8821;60.0776;;
45283.2075;(-37.9004, 2.7600, 77.2882);59.2060;22.7600;59.9002;;
45283.2564;(-37.6946, 2.7600, 77.2882);58.5859;22.4552;60.1800;;
45283.3075;(-37.5587, 2.7600, 77.2882);56.9841;22.5466;59.9496;;
45283.3570;(-37.3589, 2.7600, 77.2882);55.1163;22.9277;60.0457;;
45283.4067;(-37.2274, 2.7600, 77.2899);53.6043;23.3872;60.1176;;
45283.4567;(-37.0164, 2.7600, 77.3412);52.2575;23.9459;59.9766;;
45283.5064;(-36.8797, 2.7600, 77.4182);51.3421;24.3360;60.1755;;
45283.5565;(-36.6928, 2.7600, 77.5687);50.9624;24.5051;59.9802;;
45283.6068;(-36.5681, 2.7600, 77.6690);51.5893;24.1052;60.0679;;
45283.6577;(-36.3791, 2.7600, 77.8169);52.7621;23.4978;59.8247;;
45283.7064;(-36.2509, 2.7600, 77.9126);54.3534;22.7954;59.9841;;
45283.7564;(-36.0544, 2.7586, 78.0504);56.1866;22.0692;60.0649;;
45283.8063;(-35.9203, 2.7482, 78.1372);58.0842;21.4091;60.0132;;
45283.8564;(-35.7139, 2.7166, 78.2561);59.6050;20.9029;59.9646;;
45283.9064;(-35.5728, 2.6874, 78.3266);60.5435;20.5926;60.1502;;
45283.9563;(-35.3580, 2.6340, 78.4181);61.1488;20.3928;60.1213;;
